 2024-02-20 12:37:50,023 - 't'
 2024-02-20 12:37:50,465 - 'e'
 2024-02-20 12:37:50,625 - 's'
 2024-02-20 12:37:50,830 - 't'
 2024-02-20 12:37:50,903 - 'i'
 2024-02-20 12:37:51,034 - 'n'
 2024-02-20 12:37:51,094 - 'g'
 2024-02-20 12:37:51,158 - Key.space
 2024-02-20 12:37:51,225 - 'i'
 2024-02-20 12:37:51,358 - 'n'
 2024-02-20 12:37:51,546 - 'p'
 2024-02-20 12:37:51,734 - 'u'
 2024-02-20 12:37:51,792 - 't'
 2024-02-20 12:37:52,982 - Key.space
 2024-02-20 12:37:54,142 - Key.esc
